salinity_surface_psu,temperature_surface_°c,mean_wind_speed_prior_week_m_s⁻¹,precipitation_prior_wk_cm,irradiance_w_m⁻²,total_river_m_s⁻¹
31.6,19.5,3.7551360000000003,0.7366,188.5,11.749967999999999
32.1,19.0,3.6657279999999997,1.524,195.4,11.339328
31.0,19.6,3.263392,0.889,204.2,9.979968
31.6,19.7,2.995168,0.2032,157.3,10.407599999999999
32.1,18.4,3.889248,0.3556,185.8,10.724784
31.6,11.2,4.4704,1.9558,102.8,25.677744
31.6,10.0,4.425696,0.9144,93.9,21.390096
32.1,8.8,4.068064,0.0,97.5,16.779600000000002
32.6,6.0,4.559807999999999,1.0414,107.6,12.027504
32.1,5.0,4.380992,0.2032,65.7,11.52624
32.1,5.0,3.7104320000000004,4.064,86.0,11.22888
33.0,1.0,6.124447999999999,2.0066,54.8,23.726496
32.1,2.0,4.380992,1.143,70.6,14.25912
33.0,0.0,5.185664,1.397,72.5,15.56184
32.1,-0.5,4.872736,8.2296,77.1,14.120352
31.6,-1.7,4.649216,0.5588,58.6,16.278336000000003
31.5,0.5,3.889248,1.778,111.5,17.99736
32.6,-0.5,4.157472,3.5814,86.0,19.419024
30.5,1.5,4.559807999999999,2.1844,84.4,49.820544
30.5,2.6,4.738624,4.4704,120.5,70.99824
31.2,6.0,4.380992,2.6924,123.3,90.02078399999999
30.5,4.0,5.2303679999999995,4.7498,116.2,93.79584
29.9,4.0,6.795007999999999,2.4638,152.1,122.047872
28.9,5.5,5.051552,4.064,166.4,83.014416
28.9,6.8,6.3032639999999995,0.0,222.1,102.699648
30.5,9.0,5.096256,2.2098,270.6,49.222992
28.3,9.0,4.380992,0.0,167.5,44.445408
31.5,10.5,4.738624,5.6896,215.0,59.214287999999996
29.9,9.7,4.425696,0.6096,202.0,35.3292
30.5,13.4,5.275072000000001,2.3876,256.1,91.181904
29.4,17.0,4.69392,1.0668,261.0,23.638704
31.0,16.0,4.91744,6.2992,216.0,15.74592
31.0,24.5,3.3975039999999996,0.5334,217.7,10.311312000000001
31.5,22.5,3.889248,2.667,180.4,9.804384
32.1,21.0,4.02336,0.9144,179.1,9.67128
32.1,21.8,3.889248,0.0,220.6,9.747743999999999
32.1,22.6,3.442208,3.2004,173.8,8.286432
32.1,20.2,3.844544,4.445,199.7,8.833008
32.1,19.0,4.112768,6.5786,118.5,10.571856
31.5,17.1,4.9621439999999994,4.953,61.4,22.636176
31.0,17.0,4.649216,5.715,149.9,34.244544
30.5,14.8,4.738624,7.2898,118.4,29.922912
29.9,12.5,5.006848,1.4478,61.0,45.445104
29.9,15.7,4.24688,0.0508,129.1,66.600144
31.0,11.0,4.91744,0.8382,51.4,71.893152
30.5,9.8,4.91744,1.4732,84.5,47.198112
31.5,3.7,6.392672,3.0226,65.1,57.693504
29.4,4.0,4.738624,5.715,47.1,68.047296
28.3,3.7,5.409184,0.4318,48.6,103.29153600000001
29.9,1.5,6.3032639999999995,6.1976,54.5,80.83944
29.0,0.9,5.36448,5.6388,70.4,100.060224
29.5,0.6,4.291583999999999,5.334,66.6,67.126896
32.1,0.1,3.218688,0.0,133.1,56.079263999999995
31.6,0.8,3.084576,0.0,126.8,47.838144
30.5,-0.1,5.722112,0.0,152.8,28.370976
30.5,2.0,4.202176,2.921,165.1,29.186591999999997
26.4,2.7,4.9621439999999994,3.9624,124.3,57.656688
30.5,5.0,5.096256,0.05,141.5,117.83
29.9,4.8,5.275072000000001,0.38,224.2,165.27
30.5,6.0,5.051552,0.81,176.1,92.75
30.5,7.3,5.409184,5.18,186.6,56.17
30.5,8.5,5.006848,0.0,209.1,77.53
31.6,7.7,5.543296,1.96,220.9,45.120000000000005
30.5,11.8,4.604512000000001,4.98,234.2,36.39
31.6,13.7,4.202176,4.88,222.3,63.31
31.0,15.8,3.978656,1.96,220.2,37.9
32.1,17.7,4.872736,0.05,229.1,35.59
30.5,19.0,4.828032,2.44,240.0,20.560000000000002
29.5,18.4,4.068064,4.32,259.2,14.98
30.5,17.8,5.453887999999999,4.22,245.0,11.829999999999998
31.6,20.2,5.2303679999999995,2.03,235.1,13.07
31.0,22.0,4.202176,0.0,208.6,11.11
30.5,22.5,4.380992,0.3,245.8,12.29
31.6,21.4,3.978656,9.91,193.9,8.28
31.6,22.0,3.308096,3.18,96.1,17.07
31.6,23.6,3.79984,1.14,175.5,60.39
31.0,21.3,3.7551360000000003,2.51,143.6,12.77
32.1,17.7,4.380992,2.06,132.1,11.52
31.6,16.8,3.79984,0.08,159.0,11.879999999999999
31.0,16.8,3.621024,3.15,162.1,9.059999999999999
30.5,14.7,4.425696,2.62,104.9,12.86
31.5,13.8,3.442208,0.51,121.8,13.11
32.1,12.9,3.978656,1.83,142.1,12.71
30.2,12.6,3.3528,0.0,101.3,11.98
30.2,10.7,3.442208,2.74,64.0,10.120000000000001
31.0,9.7,4.738624,2.03,73.4,11.870000000000001
30.6,7.0,5.14096,3.18,38.8,12.16
31.8,7.0,4.291583999999999,5.56,48.8,17.82
30.7,5.0,4.157472,0.28,45.7,32.41
30.7,4.0,5.677408,5.89,57.0,26.6
31.8,5.4,5.051552,10.03,60.6,25.240000000000002
29.1,2.5,5.319776,4.7,54.6,76.99000000000001
30.1,2.3,5.096256,7.47,72.1,108.52
30.7,3.3,4.9621439999999994,0.41,55.2,273.46000000000004
30.2,0.7,7.37616,0.1,115.0,111.64000000000001
30.5,3.4,3.79984,4.06,108.8,88.93
30.5,2.0,4.9621439999999994,0.43,83.7,126.8
29.6,3.2,5.722112,0.81,179.6,73.25
29.8,4.6,5.36448,1.68,170.3,47.88
29.6,6.2,4.425696,2.39,89.1,43.16
29.9,5.1,5.945632,1.75,73.7,50.7
30.0,6.7,4.91744,0.0,172.7,51.9
30.5,8.9,4.202176,7.34,249.6,40.22
29.6,11.7,4.604512000000001,0.79,204.5,66.66
29.4,13.5,4.828032,4.09,283.4,56.620000000000005
29.2,14.8,4.336288,0.97,204.7,36.17
28.5,14.2,4.559807999999999,11.73,151.5,38.8
28.8,15.4,4.515104,3.18,156.8,103.28
24.4,17.8,3.3975039999999996,0.53,228.3,79.25999999999999
27.4,17.2,4.291583999999999,1.42,255.7,43.19
27.4,18.8,5.096256,0.0,311.3,25.18
28.6,18.4,4.91744,1.17,321.8,19.259999999999998
29.6,19.4,4.336288,0.1,282.2,16.18
30.2,18.8,4.336288,1.96,284.8,12.989999999999998
29.6,21.7,3.57632,0.05,243.6,11.16
28.6,22.5,3.57632,1.22,235.1,21.2
29.6,25.0,3.7551360000000003,17.04,233.9,14.970000000000002
29.0,23.5,3.79984,6.22,219.9,29.74
29.0,20.2,4.872736,0.74,185.3,30.58
29.0,19.3,4.112768,0.71,187.6,35.97
29.6,20.9,3.933952,0.99,163.0,19.37
29.0,22.2,4.02336,3.53,146.5,23.23
29.6,20.4,4.157472,0.76,165.6,24.54
29.6,20.3,4.336288,5.33,227.2,16.86
28.6,17.1,4.783328,1.4,174.8,21.08
29.0,17.8,3.218688,5.54,119.2,19.7
30.2,17.8,4.4704,2.97,123.9,42.57
29.6,13.6,4.202176,0.0,75.7,38.959999999999994
29.6,14.5,3.3975039999999996,0.76,106.8,26.83
29.8,12.4,3.978656,5.21,100.4,24.630000000000003
29.6,11.5,4.02336,3.81,112.7,41.629999999999995
27.4,11.1,3.844544,0.81,47.0,49.18
29.0,9.0,4.649216,1.57,75.5,58.56999999999999
30.6,8.2,5.319776,1.32,92.1,33.67
30.2,7.3,5.319776,1.98,78.7,31.75
29.6,4.7,5.319776,0.0,73.9,31.049999999999997
30.6,2.9,5.006848,2.44,70.8,21.5
29.6,2.4,5.766816,0.25,56.7,28.159999999999997
31.0,3.0,6.213856,0.69,50.0,24.96
31.8,1.3,5.2303679999999995,0.0,90.6,19.5
31.8,-1.0,5.9009279999999995,0.0,115.8,20.16
31.8,0.6,4.738624,1.85,124.0,13.29
32.1,1.5,4.69392,1.07,126.7,11.870000000000001
31.2,1.3,4.157472,0.0,97.7,14.469999999999999
31.4,-0.1,6.347968,0.86,158.2,12.32
30.6,2.75,4.425696,4.67,138.3,15.100000000000001
31.8,4.5,6.92912,12.52,166.3,31.07
26.4,5.0,6.124447999999999,2.54,150.1,138.47
27.4,5.6,5.319776,2.57,112.5,90.16
28.6,7.0,4.783328,6.58,187.3,71.19
27.4,10.2,4.69392,0.91,144.4,106.01
27.4,9.8,5.185664,3.23,234.2,72.84
28.0,9.5,4.649216,3.05,130.4,43.16
29.6,11.25,5.498592,1.19,209.0,75.53
29.6,11.5,4.157472,0.71,180.7,45.49
30.2,14.7,4.336288,1.98,218.3,35.96
29.4,15.75,4.068064,1.02,238.4,30.4
30.6,16.5,3.978656,5.84,273.3,18.880000000000003
31.2,15.6,4.559807999999999,0.0,180.3,26.04
30.6,18.3,4.02336,0.0,254.2,18.83
30.6,20.6,4.157472,1.02,240.6,11.52
30.6,20.0,3.79984,0.15,243.6,17.549999999999997
30.6,21.0,3.442208,0.0,258.9,10.15
31.2,24.0,4.336288,0.25,248.2,7.870000000000001
31.4,22.7,4.068064,5.84,252.0,8.27
31.2,24.6,4.112768,0.99,227.2,29.95
31.0,23.4,3.889248,0.99,226.0,14.15
31.2,21.0,4.157472,0.97,208.2,10.690000000000001
30.6,21.8,4.783328,0.0,154.8,9.84
31.8,22.5,3.531616,0.0,156.0,8.69
31.2,21.5,3.889248,0.0,229.7,8.54
31.8,19.9,4.380992,1.83,174.7,7.58
31.8,21.9,4.02336,0.43,176.4,8.56
31.8,17.5,4.604512000000001,2.06,166.2,7.209999999999999
31.8,16.5,3.844544,0.94,116.6,10.52
31.8,9.5,4.02336,3.94,100.6,9.67
32.2,12.0,5.096256,0.28,107.4,15.82
31.8,10.25,3.7104320000000004,0.86,122.6,13.87
31.8,8.5,5.588,0.51,100.6,12.54
31.2,7.0,5.2303679999999995,3.43,93.6,10.59
31.8,6.2,3.978656,3.89,83.3,11.219999999999999
31.2,6.0,5.006848,0.23,61.0,30.729999999999997
30.6,4.0,5.051552,0.81,83.5,20.78
30.6,4.2,4.380992,0.0,69.9,15.48
31.8,-0.9,4.559807999999999,0.64,68.3,10.37
31.8,-2.0,4.202176,0.0,84.7,8.82
31.8,-1.0,4.112768,0.13,69.0,8.23
31.8,-0.2,3.263392,4.17,91.5,8.13
31.8,0.5,3.621024,1.04,99.8,9.059999999999999
31.8,-0.5,4.425696,3.25,73.7,24.43
30.6,2.0,5.185664,3.84,118.7,28.59
28.6,5.3,4.649216,0.28,85.8,42.5
29.6,3.25,5.453887999999999,0.0,81.5,108.41
30.6,2.8,4.783328,0.3,95.7,59.55
30.2,2.5,4.604512000000001,4.8,176.8,23.21
30.6,4.5,3.844544,0.99,167.8,20.450000000000003
31.2,6.5,6.25856,1.3,160.9,32.459999999999994
28.6,9.75,6.079744,2.79,197.9,33.540000000000006
30.6,8.9,5.990336,1.17,212.1,28.82
30.2,9.6,4.649216,0.2,171.6,28.32
29.6,9.5,4.4704,3.43,173.5,31.5
30.2,10.5,5.051552,0.0,183.1,21.98
30.6,13.7,5.498592,0.91,200.5,38.06
29.6,16.0,4.559807999999999,1.55,277.4,28.150000000000002
29.8,17.2,4.24688,0.79,212.3,19.85
30.6,18.0,4.068064,2.62,226.7,16.17
30.6,18.5,4.828032,0.91,248.5,12.73
30.6,19.5,4.068064,4.29,169.7,11.73
30.2,22.0,5.185664,0.0,255.6,16.71
30.6,23.1,4.604512000000001,3.35,293.4,19.21
30.6,22.5,4.336288,1.37,252.3,10.84
30.6,23.0,4.336288,2.82,233.6,15.33
30.6,23.0,4.4704,3.91,269.1,10.45
31.0,23.5,3.7551360000000003,0.0,204.2,8.61
30.6,20.8,4.112768,0.0,168.7,7.74
31.2,20.5,3.7104320000000004,1.35,196.3,6.609999999999999
30.6,21.0,4.202176,4.17,159.9,5.58
31.4,21.2,4.157472,0.48,210.8,7.449999999999999
31.2,19.0,4.4704,3.63,92.6,13.62
31.8,18.0,4.4704,0.74,145.7,15.11
30.6,14.5,5.051552,0.94,123.0,14.14
30.6,13.0,4.380992,2.24,119.8,11.11
30.6,12.5,3.218688,1.6,131.7,8.760000000000002
30.6,12.5,5.006848,0.97,129.5,16.02
31.2,11.8,4.425696,0.71,63.5,28.240000000000002
30.6,11.0,4.336288,6.32,104.6,17.69
30.6,9.0,5.2303679999999995,0.13,75.5,13.72
30.6,7.9,5.36448,8.38,45.0,46.410000000000004
30.6,5.5,4.783328,0.15,80.9,28.78
29.6,3.0,4.91744,1.37,58.6,41.0
27.4,2.5,3.3528,7.49,40.4,51.87
28.3,3.0,4.604512000000001,1.57,64.3,54.36
28.8,-1.5,4.4704,5.97,69.3,37.209999999999994
29.0,1.5,4.91744,1.07,92.7,30.459999999999997
28.6,1.5,5.453887999999999,0.79,78.3,126.74000000000001
27.8,1.5,4.380992,0.0,98.3,65.44
28.3,2.0,5.2303679999999995,5.05,88.9,48.82
29.8,1.0,5.409184,0.81,134.9,39.05
28.6,2.0,5.096256,2.01,109.0,40.31
29.6,3.0,4.872736,0.66,128.7,59.900000000000006
29.1,4.5,3.7551360000000003,4.5,145.2,60.67
29.6,3.8,5.409184,1.3,201.8,51.41
29.6,2.0,5.945632,0.56,179.2,53.879999999999995
29.6,4.0,6.7056,0.0,161.8,67.91
27.5,9.0,5.409184,3.96,201.6,60.87
28.6,9.5,5.498592,0.56,243.8,42.63
28.0,11.0,5.409184,0.13,192.0,47.56
28.8,11.5,3.442208,0.71,240.4,35.699999999999996
28.6,14.2,4.380992,1.63,222.2,24.41
29.1,13.0,4.291583999999999,0.0,187.3,19.810000000000002
28.0,16.0,3.3975039999999996,1.32,175.9,25.33
24.4,15.0,5.722112,0.41,214.8,219.76
27.0,16.5,4.157472,0.58,202.3,112.15
27.3,19.2,4.068064,0.41,255.7,57.06
28.6,18.5,4.872736,0.0,234.4,36.69
28.6,22.5,4.02336,5.97,263.4,20.39
29.1,24.0,3.57632,2.54,232.1,15.600000000000001
28.6,23.2,3.933952,1.17,233.2,20.189999999999998
29.6,21.5,4.068064,0.13,198.5,16.990000000000002
29.6,20.5,3.308096,3.66,203.7,19.3
29.1,19.5,4.02336,6.76,230.1,13.15
29.6,19.0,4.336288,0.0,166.4,14.02
29.1,18.5,4.02336,0.0,180.6,19.84
29.1,20.5,2.995168,1.73,208.5,15.510000000000002
30.1,19.0,3.084576,0.69,167.5,10.71
29.6,18.0,4.068064,6.02,108.9,16.66
30.4,17.5,4.380992,0.46,116.2,13.64
29.6,15.6,3.79984,0.08,119.7,27.369999999999997
30.7,13.4,3.7551360000000003,0.0,117.5,20.380000000000003
30.1,11.5,3.7104320000000004,4.34,137.6,15.45
30.1,13.5,3.084576,3.81,111.4,14.2
30.7,12.5,4.559807999999999,0.51,78.5,19.91
27.8,11.0,3.844544,1.52,59.6,30.47
30.1,10.0,4.604512000000001,1.07,63.7,22.87
30.7,13.0,3.889248,2.03,40.2,24.93
29.6,6.5,4.783328,0.99,41.4,21.7
29.1,4.0,5.677408,0.25,54.8,22.57
30.1,6.5,4.068064,1.09,46.6,24.93
30.7,4.0,4.4704,4.37,56.6,21.97
29.6,4.0,4.157472,3.96,61.1,21.72
29.6,3.0,5.543296,1.07,48.5,50.120000000000005
28.0,2.0,4.202176,4.52,84.7,31.849999999999998
29.1,2.5,4.291583999999999,2.49,70.6,54.34
28.0,1.5,5.856224,4.45,65.4,80.34
28.6,1.5,4.604512000000001,0.76,112.9,53.260000000000005
27.5,3.0,4.604512000000001,3.33,116.8,63.9
28.6,3.2,4.9621439999999994,8.08,114.9,64.93
27.3,4.5,4.69392,4.72,110.5,99.05
27.8,4.5,7.197344,4.88,39.1,140.62
26.5,6.5,5.14096,3.61,116.2,139.8
27.5,5.5,6.169152,14.22,150.2,152.13
27.0,6.0,5.945632,2.82,162.7,101.22
24.4,8.0,5.14096,13.11,156.3,84.32
24.4,8.8,5.677408,0.05,155.0,159.06
23.8,9.0,5.453887999999999,0.66,132.2,209.39
27.0,11.2,5.275072000000001,1.32,188.0,157.88
24.4,13.0,5.945632,2.54,182.8,79.62
26.5,11.5,4.604512000000001,6.05,168.0,50.17
27.5,14.8,4.828032,7.77,197.4,50.010000000000005
27.8,14.5,5.275072000000001,0.0,169.7,54.61
26.5,16.0,4.112768,0.18,197.7,71.68
26.0,19.5,4.02336,0.36,233.2,42.370000000000005
27.5,20.5,3.531616,1.73,219.3,29.85
28.6,20.6,4.157472,1.63,258.0,20.880000000000003
29.1,21.0,4.380992,0.51,249.0,19.27
29.6,21.0,4.4704,3.3,250.5,14.92
29.6,20.5,4.783328,1.93,212.0,10.370000000000001
30.1,22.8,4.649216,3.23,247.0,10.59
30.1,23.0,3.933952,0.84,213.7,11.68
29.1,21.0,4.872736,0.05,154.4,13.31
29.6,21.7,4.02336,0.28,214.4,12.280000000000001
29.6,23.0,3.933952,0.0,226.1,8.26
30.7,22.5,4.202176,1.55,178.7,13.079999999999998
29.9,23.0,4.380992,3.1,210.2,8.15
29.9,20.5,4.02336,3.43,178.8,7.75
29.9,19.1,4.515104,0.0,187.2,10.04
29.6,19.0,3.57632,3.3,127.9,9.91
30.1,17.5,4.291583999999999,4.9,153.8,12.08
30.7,16.5,4.9621439999999994,2.74,130.5,16.740000000000002
29.1,12.0,4.9621439999999994,1.52,83.0,14.440000000000001
29.6,11.6,5.453887999999999,5.23,88.2,17.14
30.7,11.7,3.79984,8.33,99.9,12.68
29.9,10.0,4.425696,12.29,101.6,17.23
29.6,10.0,4.69392,4.85,74.5,43.06
26.5,7.1,5.185664,2.41,78.2,62.260000000000005
27.5,7.0,4.91744,6.71,65.2,63.480000000000004
25.4,6.0,5.498592,5.13,63.8,74.56
26.5,5.5,4.4704,2.64,48.3,110.82
28.6,1.0,5.319776,0.2,68.8,70.38
27.5,1.0,4.336288,1.4,55.0,70.08
28.0,2.5,3.3528,0.89,57.7,45.62
28.6,1.0,5.096256,1.14,60.1,35.61
29.6,0.0,3.263392,6.05,82.8,29.83
28.0,1.0,3.3975039999999996,1.04,69.2,39.06
28.6,3.0,3.978656,4.67,67.0,48.18
27.5,2.0,5.051552,2.34,94.0,62.91
28.0,4.1,4.4704,5.64,54.5,91.85000000000001
27.8,4.0,5.36448,2.36,124.0,86.95
27.5,2.8,5.588,6.17,135.4,99.36000000000001
28.6,1.0,5.319776,2.79,130.7,67.7
27.5,3.0,5.945632,3.33,120.2,87.13999999999999
26.5,6.5,5.36448,1.93,161.2,78.64
25.4,6.5,5.185664,2.34,144.0,171.01
26.2,7.0,5.051552,2.03,158.5,106.99
27.5,8.0,4.649216,2.31,158.4,95.63
26.5,11.0,4.24688,1.37,208.8,71.62
27.5,11.5,4.872736,1.09,234.9,57.95
28.0,12.0,5.051552,2.08,203.1,56.730000000000004
27.5,13.5,4.157472,20.22,198.3,44.980000000000004
27.5,16.0,4.9621439999999994,0.0,191.4,32.27
24.4,15.5,5.498592,1.17,99.4,185.31
23.3,22.0,3.889248,2.9,270.6,122.55000000000001
26.5,18.0,4.559807999999999,1.98,278.2,50.489999999999995
27.5,18.5,4.425696,3.73,233.8,33.3
26.5,21.5,4.202176,0.56,184.6,29.16
26.0,21.1,5.766816,6.5,195.6,35.89
27.8,22.0,4.24688,2.31,270.0,42.87
27.5,23.0,4.157472,0.64,191.7,29.89
27.5,21.0,4.291583999999999,0.58,216.1,24.560000000000002
28.0,23.0,3.263392,0.43,210.6,17.310000000000002
27.5,23.0,3.6657279999999997,0.15,152.4,15.32
29.1,22.0,3.531616,0.43,202.7,12.51
29.6,22.0,4.291583999999999,1.8,225.3,11.82
29.6,20.0,4.4704,2.39,160.0,10.36
29.9,19.5,3.531616,0.0,168.6,12.09
29.6,17.5,4.4704,0.3,146.7,14.659999999999998
30.7,19.0,3.978656,1.07,200.5,10.25
30.7,17.0,4.02336,0.0,134.9,8.84
29.6,15.5,4.738624,2.21,145.5,16.689999999999998
29.1,15.0,4.291583999999999,2.16,98.3,11.25
29.6,15.5,3.039872,1.88,104.5,9.81
30.1,17.0,3.173984,2.49,57.0,17.69
29.6,13.8,4.157472,0.15,89.0,16.130000000000003
29.6,12.0,4.872736,0.0,72.4,19.11
29.6,7.5,4.112768,3.61,85.1,16.94
29.6,7.0,3.933952,0.48,75.3,18.590000000000003
30.7,6.0,4.515104,3.51,66.5,25.490000000000002
29.6,7.0,3.889248,0.33,31.0,22.47
30.1,7.0,3.889248,1.55,53.0,26.08
29.6,6.5,4.738624,0.66,57.6110769230769,27.1
30.7,1.0,5.14096,0.0,61.8356538461538,20.97
30.7,1.0,4.4704,0.97,50.739,17.240000000000002
31.7,0.0,5.36448,0.84,89.5860576923077,16.560000000000002
29.6,-1.2,4.068064,2.21,79.5917307692308,14.55
31.2,-1.0,5.722112,0.1,107.344307692308,15.9
30.7,0.5,4.24688,0.46,100.754769230769,39.050000000000004
30.7,2.5,4.4704,2.46,113.095403846154,27.939999999999998
29.6,2.0,5.543296,4.32,133.556346153846,29.8
30.1,3.0,5.051552,0.08,141.097846153846,32.28
31.2,3.0,5.81152,0.51,131.302307692308,45.9
30.1,3.2,4.91744,1.57,165.11175,29.720000000000002
29.6,5.5,5.856224,1.04,184.896461538462,21.33
30.7,6.0,5.990336,0.3,164.2725,25.68
30.1,9.0,5.185664,1.27,184.566153846154,24.1
30.7,10.0,4.91744,5.44,181.090096153846,17.91
29.6,10.5,4.91744,1.91,178.315115384615,15.900000000000002
30.7,9.5,5.36448,1.88,183.367557692308,24.61
29.6,14.0,5.588,0.56,231.185769230769,30.28
30.7,14.0,5.006848,2.87,244.985384615385,19.93
30.1,17.5,4.24688,2.67,241.718346153846,18.87
30.7,17.0,5.2303679999999995,3.89,205.404519230769,16.82
30.1,17.0,4.24688,1.4,206.046615384615,16.21
30.7,17.0,5.051552,2.77,223.36875,12.63
30.7,18.25,4.559807999999999,0.64,237.582,16.91
30.1,17.5,4.828032,0.15,164.348942307692,15.13
31.2,21.5,4.336288,1.88,244.409,10.92
30.7,23.0,4.24688,4.34,265.472307692308,8.209999999999999
30.1,22.5,4.783328,5.72,221.470384615385,9.13
30.7,24.0,4.783328,1.6,255.212442307692,10.29
30.7,22.5,3.978656,8.76,210.567846153846,9.36
29.1,21.9,3.442208,1.75,150.908942307692,6.92
29.6,19.8,4.783328,0.99,184.266923076923,33.379999999999995
28.6,21.9,3.531616,0.0,154.390788461538,21.490000000000002
29.6,18.5,3.933952,1.55,178.595653846154,23.090000000000003
29.6,19.4,3.6657279999999997,2.92,192.634,12.780000000000001
30.7,17.0,4.24688,0.23,128.731423076923,19.8
30.7,15.0,4.24688,0.1,120.891480769231,18.29
30.7,13.5,3.978656,8.76,143.504076923077,16.3
29.6,11.5,4.649216,5.31,103.689615384615,13.399999999999999
30.7,12.0,5.2303679999999995,1.47,76.3696538461539,61.01
29.6,10.0,5.185664,3.1,53.6808461538462,52.099999999999994
29.6,9.0,4.738624,0.58,75.5913846153846,54.79
29.1,10.0,4.828032,2.03,32.0996538461538,49.06
29.6,7.0,5.051552,0.25,74.1057692307692,49.76
29.6,6.0,4.157472,3.18,48.57175,42.239999999999995
30.7,3.5,3.889248,0.0,57.873,25.93
30.1,4.0,4.24688,3.02,65.8645384615385,28.419999999999998
30.7,3.0,6.437376,5.26,88.3076153846154,24.89
30.1,2.8,4.336288,6.2,78.6228846153846,21.16
29.1,4.0,5.6327039999999995,1.68,72.9775384615385,34.35
29.1,3.0,5.36448,0.56,87.0437884615385,87.59
29.6,2.0,4.336288,3.94,79.5778076923077,44.519999999999996
29.9,1.5,5.319776,0.0,109.832192307692,31.98
29.1,3.0,4.112768,0.05,63.2211538461538,54.39
29.6,2.5,5.185664,5.94,163.192173076923,42.91
30.7,1.5,5.2303679999999995,0.76,149.967,33.620000000000005
27.5,4.5,4.872736,0.51,94.2279423076923,75.64
29.6,4.0,5.856224,0.58,171.991076923077,78.4
29.6,7.5,6.079744,1.24,210.3975,50.67
28.0,7.5,4.91744,0.08,194.538192307692,39.34
29.6,7.5,4.425696,3.43,155.680365384615,32.64
29.4,9.5,5.6327039999999995,0.0,226.726615384615,23.439999999999998
30.7,9.5,5.990336,0.89,119.059134615385,23.32
30.7,10.0,5.2303679999999995,0.0,218.907692307692,21.65
29.6,10.5,5.766816,4.06,187.931423076923,17.2
30.7,14.0,5.051552,0.99,241.903692307692,14.15
31.7,16.0,4.068064,4.7,199.258557692308,24.91
30.7,18.0,4.515104,2.82,259.845923076923,17.939999999999998
29.6,17.5,4.649216,0.28,201.464423076923,55.09
28.8,19.0,4.515104,0.38,238.028769230769,71.17
29.6,19.5,5.096256,3.51,235.074,19.189999999999998
29.6,20.0,4.4704,1.52,229.027384615385,24.410000000000004
29.6,19.0,4.559807999999999,4.24,197.289230769231,16.1
29.6,20.0,3.486912,2.51,212.56025,18.79
29.9,22.0,3.889248,2.64,225.297615384615,11.91
29.1,22.75,4.02336,1.55,152.089442307692,18.58
29.4,22.5,4.157472,3.89,229.244307692308,33.46
29.6,20.0,4.336288,0.1,170.371846153846,28.21
29.6,18.5,3.308096,2.06,169.114307692308,10.42
30.1,18.2,4.828032,0.15,190.912557692308,11.11
30.7,17.0,3.6657279999999997,2.67,147.916538461538,8.57
30.1,17.5,3.173984,0.08,137.26075,9.17
30.7,17.0,4.425696,2.41,109.401923076923,11.0
30.1,13.0,3.6657279999999997,5.87,123.414230769231,11.620000000000001
29.6,9.5,4.112768,5.21,36.8752692307692,22.310000000000002
26.5,4.0,4.425696,3.76,43.74975,101.78999999999999
28.0,4.5,4.738624,2.77,58.9671153846154,86.56
29.1,3.5,4.604512000000001,4.01,63.1618076923077,68.46000000000001
27.5,3.0,4.649216,1.83,66.7457307692308,61.72
28.6,2.0,4.69392,0.0,76.4700192307692,50.44
29.1,1.5,5.2303679999999995,0.25,120.189807692308,39.39
29.6,1.5,4.4704,0.28,140.563692307692,29.36
30.1,3.0,4.515104,0.1,127.920692307692,30.08
28.6,6.0,3.6657279999999997,0.25,154.616961538462,62.13
28.8,3.5,5.498592,1.24,131.955096153846,70.05
29.6,5.0,5.677408,14.45,146.701153846154,48.18
29.6,7.5,3.978656,3.05,176.79025,54.67999999999999
23.3,9.0,5.81152,2.16,133.052269230769,176.10999999999999
23.9,9.7,4.783328,0.74,176.038442307692,181.12
29.6,7.5,4.604512000000001,0.2,165.871942307692,88.85
28.0,12.5,5.006848,0.18,202.683461538462,84.17
27.5,14.0,4.738624,1.17,259.340230769231,48.62
27.5,15.5,4.157472,2.31,208.801442307692,34.019999999999996
30.1,19.0,3.308096,0.56,250.211076923077,18.990000000000002
28.6,20.5,2.324608,2.21,267.78225,12.420000000000002
29.6,18.5,2.8163519999999997,0.89,184.5,14.77
29.4,22.0,4.291583999999999,0.33,230.959923076923,11.239999999999998
29.6,21.0,4.202176,0.2,268.699326923077,7.01
30.7,22.5,4.202176,3.61,241.396615384615,10.11
30.1,19.0,4.157472,10.44,167.151769230769,8.65
29.6,20.0,3.933952,0.13,113.188115384615,10.53
29.6,13.0,4.380992,0.25,114.9175,22.27
30.1,13.0,4.202176,0.0,118.456615384615,13.39
30.7,11.0,5.409184,1.4,103.688307692308,14.81
30.1,7.0,5.14096,2.95,86.5421346153846,27.99
29.6,6.0,5.409184,2.95,58.1624038461538,33.53
29.4,5.0,4.872736,1.6,45.6204807692308,33.36
28.6,0.5,4.604512000000001,1.91,86.6553461538462,17.259999999999998
28.6,2.0,5.543296,0.08,113.241807692308,38.27
24.9,3.0,4.783328,0.18,149.600961538462,61.839999999999996
27.5,5.0,5.096256,7.75,154.507673076923,42.91
28.8,8.0,3.844544,0.36,176.590384615385,71.66999999999999
29.9,8.0,6.0350399999999995,0.46,169.2495,24.35
28.6,14.5,4.425696,3.35,240.782769230769,33.39
29.6,14.0,4.738624,0.28,196.747269230769,29.369999999999997
